observable_id	kind	block	family	geometry	source_id	unit	row_weight	observable_scale	J_h_raw__R_OG2P1-SG3O1	J_h_raw__R_CG312-SG3O1	J_h_raw__R_CG312-CG312	J_h_raw__R_CG302-CG312	J_h_raw__TH_OG2P1-SG3O1-OG2P1	J_h_raw__TH_FGA2-CG312-FGA2	J_h_raw__TH_CG312-CG312-SG3O1	J_h_raw__TH_FGA3-CG302-FGA3	J_h_raw__LAMBDA_CS	J_h_raw__LAMBDA_CC
ANGLE|B|F8-C4-C3	angle	angle	CG312-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	1.4522835858485905	1.4962468546144692	-4.943165727283372	-34.5498296779283	-0.0010242487901876984	-0.015401740005785314	-0.0029444379147207655	-0.504335884688949	0.05086491485883471	0.03066330648508142
ANGLE|B|F9-C4-C3	angle	angle	CG312-CG302-FGA3	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	0.3669160232036006	0.9194349819523495	-14.712782961041171	-17.238835265359853	-0.0003019514159561254	0.018298889360387705	0.00037291405665484945	-0.525369742264445	-0.006661060516535144	-0.02600075772036803
ANGLE|B|O1-S1-O2	angle	angle	OG2P1-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-81.54930904822777	17.14784229532995	6.334221430805087	0.7051543375879987	0.48854937515667274	-0.006369574483493068	0.020459534155541803	-0.0011706159017350615	-0.02064997227464005	-0.010998993849113958
ANGLE|B|O1-S1-O3	angle	angle	OG2P1-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-83.59777690886006	13.220888604422498	5.902673654361479	-0.39702700082244746	0.5124973007572322	-0.013624250712112485	-0.005717876959749901	-0.00021347058356013804	0.014800895384610158	-0.014610993580390641
ANGLE|B|O1-S1-C2	angle	angle	CG312-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	95.017732483754	-10.871645335335245	-8.254797821081183	-0.8529120257350087	-0.5755802798395777	0.031568655442455906	-0.026852910586228518	-0.0009356050228745971	0.15400878180443556	0.014774401411727922
ANGLE|B|O2-S1-O3	angle	angle	OG2P1-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	-82.42451064443657	15.018842557729783	4.7562746534595135	-0.42541534349282983	0.49530536298668437	-0.006692065118251378	0.019260466015253996	-0.0013555968199696622	-0.0007493437820471627	-0.008247076300591516
ANGLE|B|O2-S1-C2	angle	angle	CG312-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	91.107181781787	-23.542011161723053	-2.81075761090932	0.209060150027085	-0.5879475550443729	-0.021741993939826898	0.04195460121078298	0.002938781949218594	-0.04280166587165013	-0.004518170224230289
ANGLE|B|O3-S1-C2	angle	angle	CG312-SG3O1-OG2P1	B	GEO_B_REVISED	degree	0.12309149097933272	3.0	99.16809132165838	-17.93144419422532	-8.484746342055871	0.7841158254748848	-0.5615215754215654	0.020675096976148666	-0.053492150678160044	0.0011630179331234558	-0.10405590550902843	0.028617623389806113
ANGLE|B|C1-C3-C4	angle	angle	CG302-CG312-CG312	B	GEO_B_REVISED	degree	0.21320071635561041	3.0	-3.756287085863619	-5.203027055081577	-119.60522995776302	-74.6153253392805	-0.003546525544173562	0.016058062899361403	-0.0040268368968483514	0.07389884621614584	-0.017543388720895337	-0.060803409657381735
ANGLE|B|C2-C1-C3	angle	angle	CG312-CG312-CG312	B	GEO_B_REVISED	degree	0.21320071635561041	3.0	-2.6826150915724156	-19.48142072853898	-176.90050759158282	-24.234973036115548	-0.005846108443527953	0.01442705611952988	0.0949140756802791	0.025944579972879467	0.004865946787333542	0.09646181130065656
PES|T_CC_180	profile_energy	PES	T_CC		T_CC_180	kcal/mol	0.20412414523193154	1.0	-32.363056306883294	-36.670313934751285	-4.835135536926272	-7.592688662284797	0.011909053089866228	-0.19951892284787287	0.05400771348135747	0.0010901121393402935	-0.21533630532504677	0.02084735836280771
PES|T_CS_050	profile_energy	PES	T_CS		T_CS_050	kcal/mol	0.19611613513818404	1.0	14.315730301505791	2.4282113407028127	-21.152012528800057	14.352373453154987	0.028931597650812657	0.029914256817280105	-0.01647089017543024	-0.021587886682481017	0.057679904220839795	-0.05171347273900562
PES|T_CS_060	profile_energy	PES	T_CS		T_CS_060	kcal/mol	0.19611613513818404	1.0	9.106621649378587	4.711855621892968	-7.834205805568872	6.978192184392884	0.00544296306309755	0.013174803599665386	-0.005726755706500997	-0.01095937162440247	-0.20919713119263883	-0.03652374667065028
PES|T_CS_070	profile_energy	PES	T_CS		T_CS_070	kcal/mol	0.19611613513818404	1.0	-0.09924789089387973	-0.5926140920172115	-1.865425055927343	1.80726453824092	0.0006590362471319278	0.006168642140296367	0.006211300065965583	-0.0038958286045650097	-0.036538254435946466	-0.027293307327915864
PES|T_CS_080	profile_energy	PES	T_CS		T_CS_080	kcal/mol	0.19611613513818404	1.0	-11.775476014579345	-12.334084620458901	-2.070112154636705	-0.1883291472275228	0.01691922072323135	0.00924016554373805	0.015043826377509562	-0.002376003205783961	0.5355458072036323	-0.02995832540152954
PES|T_CC_300_ANCHOR_ZERO	profile_anchor	PES	T_CC		T_CC_300	kcal/mol	0.20412414523193154	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AB_ENERGY|GEO_B_REVISED-GEO_A	AB_energy	AB_energy	AB_energy		GEO_B_REVISED-GEO_A	kcal/mol	1.0	1.0	-30.925246502151005	-29.577845196223638	-1.5891905277247709	2.062123720363296	-0.0010394687797561364	-0.20374860252079352	0.04603412205521029	-0.014430787376195076	-0.16205490782744025	0.0371390385516257
