atom_i	atom_j	element_pair	shortest_bond_path	graph_class	distance_A	GEO_A_same_pair_A	delta_same_pair_A	GEO_A_class_min_A	delta_class_min_A	adjacent_prev_id	adjacent_prev_distance_A	delta_vs_adjacent_prev_A	adjacent_next_id	adjacent_next_distance_A	delta_vs_adjacent_next_A
F8	C2	C-F	4	>1-4	4.637881084959835	4.637881084959835	0.0	3.0895997228579213	1.5482813621019136	T_CC_300	4.637881084959835	0.0	T_CC_000	4.637881084959835	0.0
F8	C3	C-F	2	1-3	2.349726002050179	2.349726002050179	0.0	2.30773818281683	0.04198781923334893	T_CC_300	2.349726002050179	0.0	T_CC_000	2.349726002050179	0.0
F8	C4	C-F	1	1-2	1.3572512970562054	1.3572512970562054	0.0	1.330175827384082	0.027075469672123376	T_CC_300	1.3572512970562054	0.0	T_CC_000	1.3572512970562054	0.0
F9	O1	F-O	6	>1-4	4.070596879969551	4.5636947079072545	-0.49309782793770385	2.7983082752897475	1.2722886046798032	T_CC_300	4.588764519552438	-0.5181676395828871	T_CC_000	3.066426215155544	1.0041706648140067
F9	O2	F-O	6	>1-4	5.849271143746828	5.88719733353524	-0.03792618978841222	2.7983082752897475	3.05096286845708	T_CC_300	5.894969053458371	-0.04569790971154308	T_CC_000	5.281702565959822	0.5675685777870054
F9	O3	F-O	6	>1-4	4.671290950967487	5.800064220475481	-1.1287732695079944	2.7983082752897475	1.8729826756777395	T_CC_300	5.813545403887617	-1.1422544529201302	T_CC_000	4.400361070104401	0.2709298808630862
F9	C1	C-F	3	1-4	3.027915086844433	3.027915086844433	0.0	3.027915086844433	0.0	T_CC_300	3.027915086844433	0.0	T_CC_000	3.027915086844433	0.0
F9	C2	C-F	4	>1-4	3.716951315388223	3.716951315388223	0.0	3.0895997228579213	0.6273515925303017	T_CC_300	3.716951315388223	0.0	T_CC_000	3.716951315388223	0.0
F9	C3	C-F	2	1-3	2.3857727939409177	2.3857727939409177	0.0	2.30773818281683	0.0780346111240875	T_CC_300	2.3857727939409177	0.0	T_CC_000	2.3857727939409177	0.0
F9	C4	C-F	1	1-2	1.3511869342483063	1.3511869342483063	0.0	1.330175827384082	0.02101110686422425	T_CC_300	1.3511869342483063	0.0	T_CC_000	1.3511869342483063	0.0
O1	O2	O-O	2	1-3	2.510156365025955	2.5101563649518144	7.414069358446795e-11	2.5101563649518144	7.414069358446795e-11	T_CC_300	2.5101563649678074	5.814770887013765e-11	T_CC_000	2.5101563649318903	9.406475598439101e-11
O1	O3	O-O	2	1-3	2.5106247570620743	2.5106247570589684	3.105959933691338e-12	2.5101563649518144	0.000468392110259952	T_CC_300	2.5106247570951656	-3.3091307471977416e-11	T_CC_000	2.5106247570989915	-3.6917136014835705e-11
O1	C1	C-O	3	1-4	3.6134632931308355	3.3261871964377896	0.2872760966930459	3.2107606603171766	0.4027026328136589	T_CC_300	3.326187196413015	0.2872760967178203	T_CC_000	3.3261871964116523	0.2872760967191832
O1	C2	C-O	2	1-3	2.614115120029401	2.6141151199917543	3.764677458661936e-11	2.6046910890976847	0.009424030931716398	T_CC_300	2.6141151199691515	6.0249583100358e-11	T_CC_000	2.614115119949316	8.008527174752089e-11
O1	C3	C-O	4	>1-4	3.7355912660320865	3.3103352832074573	0.4252559828246292	3.3103352832074573	0.4252559828246292	T_CC_300	3.3177369496348312	0.41785431639725523	T_CC_000	3.3471137767748713	0.38847748925721515
O1	C4	C-O	5	>1-4	3.4554498739717805	3.5666011331479512	-0.11115125917617075	3.3103352832074573	0.1451145907643232	T_CC_300	3.5898417415382573	-0.1343918675664768	T_CC_000	2.7348482199431805	0.7206016540286
O2	O3	O-O	2	1-3	2.5147582090479785	2.5147582090109633	3.701527973021257e-11	2.5101563649518144	0.004601844096164154	T_CC_300	2.514758209066739	-1.8760548670115895e-11	T_CC_000	2.5147582090159353	3.204325693673127e-11
O2	C1	C-O	3	1-4	3.9539453516388114	4.0469856488006375	-0.09304029716182605	3.2107606603171766	0.7431846913216349	T_CC_300	4.0469856488199465	-0.09304029718113505	T_CC_000	4.04698564880572	-0.0930402971669082
O2	C2	C-O	2	1-3	2.60469108912083	2.6046910890976847	2.3145485528175413e-11	2.6046910890976847	2.3145485528175413e-11	T_CC_300	2.6046910891148918	5.938360914115037e-12	T_CC_000	2.6046910891085586	1.227151713578678e-11
O2	C3	C-O	4	>1-4	4.703160194529649	4.887522543189363	-0.18436234865971457	3.3103352832074573	1.3928249113221916	T_CC_300	4.8920756418309495	-0.1889154473013006	T_CC_000	4.691833902089242	0.011326292440406505
